timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,min_return_rate,max_return_rate
8192,85.59096552281474,1.0,4.127162,100.0,5.7566895,-2.0,0.02187182,2.0,1.0423533,0.019416874,0.17670092,0.17776754,-0.0010666599,2.302371,0.018311291963377416,0.0254323499491353
16384,530.5014463839906,1.0,4.035529,100.0,5.6702914,-2.0,0.010856156,2.0,1.0425825,0.01143334,0.16597958,0.16736647,-0.0013868755,2.3015733,0.02072538860103627,0.023439427584505304
24576,526.2946106316916,1.0,4.0621786,100.0,5.9002047,-2.0,0.00812469,2.0,1.0455234,0.0061581056,0.14722414,0.14977497,-0.002550807,2.3008614,0.022384347537721772,0.02371082739180899
32768,508.90034178783293,1.0,4.105838,100.0,5.9327445,-2.0,0.00025109857,2.0,1.0440396,0.0015779815,0.13271058,0.14185956,-0.0091489665,2.2991755,0.021217827997489013,0.023477715003138732
40960,528.9476237185738,1.0,4.1173096,100.0,5.864688,-2.0,0.014770508,2.0,1.0441437,0.013591878,0.118412524,0.13697436,-0.018561833,2.2895632,0.0211181640625,0.0240478515625
49152,518.2651916208129,1.0,4.178955,100.0,5.9059153,-2.0,0.03515625,2.0,1.0430126,0.035202716,0.11143841,0.13271822,-0.021279804,2.264811,0.0194091796875,0.0252685546875
57344,516.4336397634806,1.0,4.17041,100.0,5.862813,-2.0,0.10095215,2.0,1.0407653,0.08982433,0.105006784,0.13194701,-0.02694022,2.2306607,0.017578125,0.0284423828125
65536,513.5404407881495,1.0,4.163086,100.0,5.8898597,-2.0,0.18334961,2.0,1.0303386,0.15924937,0.091303036,0.11586199,-0.02455897,2.1828785,0.01513671875,0.03173828125
73728,519.6214212749178,1.0,4.1710205,100.0,6.262618,-2.0,0.27209473,2.0,1.0121636,0.23772976,0.08581567,0.108170345,-0.022354687,2.0928774,0.012451171875,0.0361328125
81920,515.3511523600488,1.0,4.216675,100.0,6.6811485,-2.0,0.37451172,2.0,0.9812075,0.3239501,0.0686683,0.08997673,-0.021308424,2.0195262,0.008544921875,0.04052734375
