timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,min_return_rate,max_return_rate
8192,119.65843555698521,1.0,4.1174088,100.0,5.602593,-2.0,-0.03188259,2.0,1.0355501,-0.031370793,0.19265518,0.19376528,-0.0011101041,2.3020499,0.01771255060728745,0.02125506072874494
16384,603.6428360094245,1.0,4.1109147,100.0,5.5951576,-2.0,-0.014906518,2.0,1.0406251,-0.018331299,0.16729546,0.16873875,-0.0014433154,2.3012176,0.021728145528044467,0.020717534108135423
24576,594.5125343004421,1.0,4.0619,100.0,5.847658,-2.0,-0.007447865,2.0,1.0402894,-0.007608327,0.15574504,0.15929663,-0.0035515698,2.3005085,0.02300562727573651,0.020191989407480966
32768,583.9884308223554,1.0,4.0771627,100.0,5.817631,-2.0,-0.0047369734,2.0,1.0430655,-0.0032519377,0.13909575,0.14970353,-0.010607778,2.2985454,0.02281226626776365,0.02193966591872351
40960,593.371321268393,1.0,4.0510254,100.0,5.679367,-2.0,0.017578125,2.0,1.0454438,0.017120207,0.12373282,0.14574732,-0.022014506,2.2908003,0.02392578125,0.023193359375
49152,592.3257438519878,1.0,3.993164,100.0,5.55204,-2.0,0.06555176,2.0,1.0456967,0.060538005,0.11695998,0.14397512,-0.027015153,2.26691,0.0220947265625,0.0264892578125
57344,584.3654315894711,1.0,4.0404053,100.0,5.6129603,-2.0,0.13598633,2.0,1.0450375,0.119940415,0.09947412,0.12806693,-0.028592803,2.2272477,0.019775390625,0.0322265625
65536,591.5436091300734,1.0,4.0820312,100.0,6.009401,-2.0,0.23608398,2.0,1.0270637,0.20262975,0.078822784,0.106612,-0.027789213,2.1653986,0.016357421875,0.035400390625
73728,587.7499451845448,1.0,4.07605,100.0,6.2737985,-2.0,0.3704834,2.0,0.9889886,0.32151002,0.069348514,0.09883583,-0.029487323,2.0852122,0.0113525390625,0.041748046875
81920,581.5684157740768,1.0,4.2323,100.0,7.300028,-2.0,0.4711914,2.0,0.946777,0.41223204,0.06031226,0.08383238,-0.023520116,2.0202096,0.0079345703125,0.0457763671875
90112,585.3011628741667,1.0,4.279175,100.0,7.8619566,-2.0,0.58374023,2.0,0.88612854,0.51285005,0.051694784,0.07629907,-0.02460429,1.9243344,0.004638671875,0.0513916015625
98304,596.6636276066832,1.0,4.175659,100.0,8.299936,-2.0,0.7044678,2.0,0.8041577,0.6261214,0.0481408,0.06764142,-0.019500617,1.8270601,0.00244140625,0.058837890625
106496,588.2289318836838,1.0,4.236328,100.0,9.009614,-2.0,0.7746582,2.0,0.74559414,0.69343996,0.037253574,0.05203428,-0.01478071,1.7863226,0.001953125,0.062744140625
114688,582.9383828080322,1.0,4.3415527,100.0,9.889702,-2.0,0.8387451,2.0,0.6792817,0.7536614,0.035187118,0.04592811,-0.010740996,1.6847237,0.001220703125,0.0665283203125
122880,587.430605264998,1.0,4.416992,100.0,10.797087,-2.0,0.89501953,2.0,0.6081434,0.8068358,0.025789712,0.035828296,-0.010038586,1.6357858,0.0008544921875,0.0679931640625
131072,589.9875460854012,1.0,4.494385,100.0,11.538498,-2.0,0.92492676,2.0,0.5564815,0.8372234,0.028560195,0.030158194,-0.0015980011,1.5812995,0.0006103515625,0.0657958984375
139264,590.9123484062245,1.0,4.7318115,100.0,12.843712,-2.0,0.9581299,2.0,0.5068667,0.87110513,0.026858304,0.02451744,0.0023408658,1.5270966,0.0003662109375,0.0694580078125
147456,585.5228370726505,1.0,4.814209,100.0,13.543148,-2.0,0.97961426,2.0,0.46108258,0.89297247,0.029505394,0.022446454,0.007058938,1.5093695,0.000244140625,0.0687255859375
155648,581.7718251177869,1.0,4.8183594,100.0,13.90582,-2.0,0.9979248,2.0,0.4196941,0.91075176,0.02821244,0.022536065,0.005676373,1.429152,0.0001220703125,0.068359375
163840,584.8096903635479,1.0,4.829468,100.0,14.104775,-2.0,1.003418,2.0,0.40863246,0.91969067,0.029497873,0.0218439,0.0076539703,1.3866895,0.0001220703125,0.0692138671875
172032,592.9445884921142,1.0,4.96875,100.0,14.767212,-2.0,1.0111084,2.0,0.39466494,0.92887294,0.027051844,0.01915986,0.007891984,1.3483566,0.0001220703125,0.0714111328125
180224,583.3226540221634,1.0,5.0894775,100.0,15.312242,-1.0,1.0101318,2.0,0.39252025,0.92976785,0.027150435,0.017483208,0.009667225,1.3142879,0.011474609375,0.0706787109375
188416,582.0797748099841,1.0,5.272461,100.0,15.892176,-1.0,1.0092773,2.0,0.39486676,0.92982316,0.024700886,0.015669968,0.0090309195,1.3195138,0.0113525390625,0.0712890625
196608,584.7212462839457,1.0,5.393921,100.0,16.22975,-1.0,1.0111084,2.0,0.38622352,0.9309411,0.023464665,0.01723058,0.0062340857,1.3787948,0.0093994140625,0.07080078125
204800,578.3446678025043,1.0,5.491089,100.0,16.746973,-1.0,1.012207,2.0,0.3796552,0.9357171,0.025065236,0.01858598,0.006479256,1.3259401,0.007568359375,0.0706787109375
212992,596.0286456046186,1.0,5.361084,100.0,16.578266,-1.0,1.0172119,2.0,0.37671694,0.9412275,0.026632834,0.019382976,0.00724986,1.2782989,0.0067138671875,0.072998046875
221184,596.0950095937156,1.0,5.298706,100.0,16.450558,-1.0,1.0217285,2.0,0.37567192,0.94787174,0.025323845,0.018711094,0.0066127535,1.3015548,0.006103515625,0.0755615234375
229376,580.3330124812745,1.0,5.0583496,100.0,15.98316,-1.0,1.0252686,2.0,0.3673984,0.95377123,0.023748232,0.018171541,0.005576692,1.2580101,0.0050048828125,0.075439453125
237568,581.049523586495,1.0,4.9034424,100.0,15.850317,-1.0,1.0251465,2.0,0.36524078,0.9581107,0.026377188,0.017525718,0.00885147,1.2882652,0.0050048828125,0.0745849609375
245760,582.1890340166697,1.0,4.758667,100.0,15.539917,-1.0,1.027832,2.0,0.3593163,0.9611579,0.02649884,0.018760268,0.007738572,1.2058926,0.0047607421875,0.0740966796875
253952,575.6375077802123,1.0,4.804199,100.0,15.732241,-1.0,1.0231934,2.0,0.3545176,0.95948976,0.024045087,0.01702299,0.007022099,1.2667893,0.0048828125,0.06982421875
262144,586.7390261420695,1.0,4.7320557,100.0,15.6984415,-1.0,1.0236816,2.0,0.36399972,0.9609854,0.027956214,0.020453624,0.0075025903,1.1950313,0.005615234375,0.07275390625
270336,584.0403167664344,1.0,4.6011963,100.0,15.528649,-1.0,1.0279541,2.0,0.36352876,0.9680544,0.027860403,0.019351732,0.008508667,1.2274718,0.005615234375,0.0748291015625
