timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,min_return_rate,max_return_rate
8192,89.45606796884226,1.0,4.2928147,100.0,6.6280065,-2.0,-0.0016207455,2.0,1.0287586,-0.0059244116,0.17895208,0.17983486,-0.0008828007,2.3023422,0.019989195029713667,0.018368449486763912
16384,541.1462975113649,1.0,4.140938,100.0,6.213352,-2.0,-0.00025348543,2.0,1.0267646,-3.6578545e-05,0.18082029,0.18177754,-0.0009572474,2.301362,0.01977186311787072,0.015716096324461342
24576,539.3664171429157,1.0,4.2037735,100.0,6.3663177,-2.0,0.0017152659,2.0,1.0324066,0.00011441213,0.15119444,0.15289159,-0.0016971597,2.2997298,0.02109777015437393,0.018010291595197257
32768,535.803992300332,1.0,4.184929,100.0,6.1685514,-2.0,-0.0019223376,2.0,1.0325332,-0.0030579313,0.1458804,0.15131254,-0.0054321443,2.2980547,0.02088940151223888,0.01768550557477893
40960,541.5755961277996,1.0,4.1398926,100.0,6.134516,-2.0,0.0075683594,2.0,1.0373594,0.00437194,0.1326012,0.14714271,-0.014541533,2.2901397,0.020263671875,0.021484375
49152,522.9882064043773,1.0,4.147461,100.0,6.0290422,-2.0,0.026123047,2.0,1.0394096,0.01942722,0.12211989,0.14155243,-0.019432548,2.2706103,0.019775390625,0.023193359375
57344,528.7806425290829,1.0,4.1013184,100.0,5.8151655,-2.0,0.07446289,2.0,1.0348291,0.061031327,0.10257271,0.123895004,-0.021322308,2.234034,0.017333984375,0.0234375
65536,527.3768109606804,1.0,4.2230225,100.0,6.2294736,-2.0,0.13916016,2.0,1.028723,0.118060455,0.088729285,0.10940096,-0.02067168,2.174674,0.015380859375,0.02587890625
73728,526.2370427384923,1.0,4.26709,100.0,6.399688,-2.0,0.22436523,2.0,1.0141586,0.19514331,0.09061718,0.113200136,-0.022582967,2.1137161,0.0135498046875,0.02783203125
81920,525.4267399533468,1.0,4.253296,100.0,6.5023603,-2.0,0.32714844,2.0,0.9865577,0.284788,0.07668644,0.10098148,-0.024295038,2.0538657,0.0106201171875,0.03076171875
90112,523.3872382322239,1.0,4.3702393,100.0,7.0645914,-2.0,0.41174316,2.0,0.9607909,0.36295405,0.06740377,0.088861845,-0.02145807,1.9796113,0.00830078125,0.037109375
98304,527.5575430248255,1.0,4.453491,100.0,7.608142,-2.0,0.50061035,2.0,0.92544305,0.44331303,0.05512805,0.075541615,-0.020413565,1.876819,0.00634765625,0.04345703125
106496,522.2446032388167,1.0,4.662842,100.0,8.604075,-2.0,0.5723877,2.0,0.8875409,0.5078124,0.047312804,0.06099093,-0.01367813,1.7925601,0.0045166015625,0.04736328125
114688,522.4657238055154,1.0,4.8602295,100.0,9.576028,-2.0,0.6512451,2.0,0.8372586,0.5791755,0.040688913,0.055807475,-0.015118564,1.6795094,0.0029296875,0.052490234375
122880,536.2512820225493,1.0,5.1550293,100.0,11.119167,-2.0,0.7038574,2.0,0.80127144,0.63082695,0.034946445,0.042232085,-0.0072856364,1.6607224,0.0020751953125,0.0577392578125
